,Entry_date,Entry_time,Strike,Entry_price,Exit_date,Exit_time,Exit_price,Profit,Reason,DTE-W0
0,2016-05-27,13:00:00,BANKNIFTY02JUN1617400CE,177.55,2016-05-30,09:15:00,266.32500000000005,-92.32600000000004,SL,4.0
1,2016-05-27,13:00:00,BANKNIFTY02JUN1617400PE,194.0,2016-05-30,13:00:00,94.15,95.97,Expiry,4.0
2,2016-05-30,13:00:00,BANKNIFTY02JUN1617600CE,108.05,2016-05-31,13:00:00,78.65,27.23899999999999,Expiry,3.0
3,2016-05-30,13:00:00,BANKNIFTY02JUN1617600PE,168.25,2016-05-31,12:57:00,175.2,-10.314999999999989,Expiry,3.0
4,2016-05-31,13:00:00,BANKNIFTY02JUN1617500PE,120.15,2016-06-01,13:00:00,81.9,35.847,Expiry,2.0
5,2016-05-31,13:00:00,BANKNIFTY02JUN1617500CE,120.05,2016-06-01,13:00:00,79.8,37.849000000000004,Expiry,2.0
6,2016-06-01,13:00:00,BANKNIFTY02JUN1617500CE,79.8,2016-06-02,13:00:00,23.45,54.75399999999999,Expiry,1.0
7,2016-06-01,13:00:00,BANKNIFTY02JUN1617500PE,81.9,2016-06-01,14:34:00,122.85000000000001,-42.588,SL,1.0
8,2016-06-02,13:00:00,BANKNIFTY02JUN1617400CE,65.5,2016-06-02,14:11:00,98.25,-34.06,SL,0.0
9,2016-06-02,13:00:00,BANKNIFTY02JUN1617400PE,31.35,2016-06-02,15:30:00,0.1,30.623,Expiry,0.0
10,2016-06-03,13:00:00,BANKNIFTY09JUN1617700CE,181.75,2016-06-06,13:00:00,181.0,-2.8850000000000002,Expiry,4.0
11,2016-06-03,13:00:00,BANKNIFTY09JUN1617700PE,175.55,2016-06-06,13:00:00,159.85,12.189000000000018,Expiry,4.0
12,2016-06-06,13:00:00,BANKNIFTY09JUN1617700PE,159.85,2016-06-07,13:00:00,50.0,106.65299999999999,Expiry,3.0
13,2016-06-06,13:00:00,BANKNIFTY09JUN1617700CE,181.0,2016-06-07,13:00:00,244.0,-66.62,Expiry,3.0
14,2016-06-07,13:00:00,BANKNIFTY09JUN1617900CE,114.6,2016-06-08,13:00:00,84.0,28.307999999999993,Expiry,2.0
15,2016-06-07,13:00:00,BANKNIFTY09JUN1617900PE,118.2,2016-06-08,13:00:00,74.2,41.636,Expiry,2.0
16,2016-06-08,13:00:00,BANKNIFTY09JUN1618000CE,41.25,2016-06-09,13:00:00,11.75,28.675,Expiry,1.0
17,2016-06-08,13:00:00,BANKNIFTY09JUN1618000PE,125.65,2016-06-09,13:00:00,126.5,-3.3629999999999947,Expiry,1.0
18,2016-06-09,13:00:00,BANKNIFTY09JUN1617900PE,55.6,2016-06-09,14:04:00,83.4,-28.912000000000006,SL,0.0
19,2016-06-09,13:00:00,BANKNIFTY09JUN1617900CE,37.95,2016-06-09,15:29:00,0.05,37.141000000000005,Expiry,0.0
20,2016-06-10,13:00:00,BANKNIFTY16JUN1617900CE,104.5,2016-06-13,13:00:00,28.05,74.36,Expiry,4.0
21,2016-06-10,13:00:00,BANKNIFTY16JUN1617900PE,202.5,2016-06-13,09:16:00,320.0,-121.55,Gap_SL,4.0
22,2016-06-13,13:00:00,BANKNIFTY16JUN1617600CE,113.0,2016-06-14,13:00:00,106.75,3.9899999999999998,Expiry,3.0
23,2016-06-13,13:00:00,BANKNIFTY16JUN1617600PE,170.5,2016-06-14,13:00:00,124.05,43.040000000000006,Expiry,3.0
24,2016-06-14,13:00:00,BANKNIFTY16JUN1617600PE,124.05,2016-06-15,13:00:00,63.9,57.669,Expiry,2.0
25,2016-06-14,13:00:00,BANKNIFTY16JUN1617600CE,106.75,2016-06-15,13:00:00,127.0,-22.385,Expiry,2.0
26,2016-06-15,13:00:00,BANKNIFTY16JUN1617700CE,74.75,2016-06-15,14:13:00,112.125,-38.87,SL,1.0
27,2016-06-15,13:00:00,BANKNIFTY16JUN1617700PE,108.7,2016-06-16,13:00:00,70.65,35.876,Expiry,1.0
28,2016-06-16,13:00:00,BANKNIFTY16JUN1617600CE,61.45,2016-06-16,13:25:00,92.17500000000001,-31.954000000000008,SL,0.0
29,2016-06-16,13:00:00,BANKNIFTY16JUN1617600PE,27.65,2016-06-16,15:29:00,0.05,27.046999999999997,Expiry,0.0
30,2016-06-17,13:00:00,BANKNIFTY23JUN1617800PE,160.35,2016-06-17,14:25:00,240.52499999999998,-83.38199999999998,SL,4.0
31,2016-06-17,13:00:00,BANKNIFTY23JUN1617800CE,155.15,2016-06-20,13:00:00,110.6,41.44700000000001,Expiry,4.0
32,2016-06-20,13:00:00,BANKNIFTY23JUN1617700PE,125.45,2016-06-21,13:00:00,131.0,-8.058999999999997,Expiry,3.0
33,2016-06-20,13:00:00,BANKNIFTY23JUN1617700CE,159.05,2016-06-21,13:00:00,105.05,50.81900000000002,Expiry,3.0
34,2016-06-21,13:00:00,BANKNIFTY23JUN1617700CE,105.05,2016-06-22,13:00:00,65.45,37.498999999999995,Expiry,2.0
35,2016-06-21,13:00:00,BANKNIFTY23JUN1617700PE,131.0,2016-06-22,13:00:00,107.0,21.38,Expiry,2.0
36,2016-06-22,13:00:00,BANKNIFTY23JUN1617700PE,107.0,2016-06-22,13:44:00,160.5,-55.64,SL,1.0
37,2016-06-22,13:00:00,BANKNIFTY23JUN1617700CE,65.45,2016-06-23,13:00:00,48.65,15.491000000000003,Expiry,1.0
38,2016-06-23,13:00:00,BANKNIFTY23JUN1617700PE,39.3,2016-06-23,15:24:00,0.05,38.464,Expiry,0.0
39,2016-06-23,13:00:00,BANKNIFTY23JUN1617700CE,48.65,2016-06-23,14:26:00,72.975,-25.297999999999995,SL,0.0
40,2016-06-24,13:00:00,BANKNIFTY30JUN1617200CE,194.55,2016-06-24,14:10:00,291.82500000000005,-101.16600000000004,SL,4.0
41,2016-06-24,13:00:00,BANKNIFTY30JUN1617200PE,265.7,2016-06-27,13:00:00,45.35,215.036,Expiry,4.0
42,2016-06-27,13:00:00,BANKNIFTY30JUN1617600PE,157.1,2016-06-27,13:56:00,235.64999999999998,-81.69199999999998,SL,3.0
43,2016-06-27,13:00:00,BANKNIFTY30JUN1617600CE,130.5,2016-06-28,13:00:00,128.55,-0.6600000000000112,Expiry,3.0
44,2016-06-28,13:00:00,BANKNIFTY30JUN1617600CE,128.55,2016-06-29,13:00:00,130.5,-4.520999999999988,Expiry,2.0
45,2016-06-28,13:00:00,BANKNIFTY30JUN1617600PE,112.7,2016-06-29,13:00:00,52.15,58.29600000000001,Expiry,2.0
46,2016-06-29,13:00:00,BANKNIFTY30JUN1617700CE,76.0,2016-06-30,09:15:00,114.0,-39.52,SL,1.0
47,2016-06-29,13:00:00,BANKNIFTY30JUN1617700PE,94.6,2016-06-30,13:00:00,8.25,84.458,Expiry,1.0
48,2016-06-30,13:00:00,BANKNIFTY30JUN1617800CE,65.0,2016-06-30,13:17:00,97.5,-33.8,SL,0.0
49,2016-06-30,13:00:00,BANKNIFTY30JUN1617800PE,32.85,2016-06-30,15:29:00,0.05,32.143,Expiry,0.0
50,2016-07-01,13:00:00,BANKNIFTY07JUL1618100PE,123.5,2016-07-04,13:00:00,82.55,38.480000000000004,Expiry,3.0
51,2016-07-01,13:00:00,BANKNIFTY07JUL1618100CE,123.05,2016-07-04,13:00:00,108.95,11.638999999999994,Expiry,3.0
52,2016-07-04,13:00:00,BANKNIFTY07JUL1618100CE,108.95,2016-07-05,13:00:00,69.9,36.870999999999995,Expiry,2.0
53,2016-07-04,13:00:00,BANKNIFTY07JUL1618100PE,82.55,2016-07-05,13:00:00,72.0,8.898999999999997,Expiry,2.0
54,2016-07-05,13:00:00,BANKNIFTY07JUL1618100CE,69.9,2016-07-07,13:00:00,29.2,39.302,Expiry,1.0
55,2016-07-05,13:00:00,BANKNIFTY07JUL1618100PE,72.0,2016-07-07,13:00:00,36.85,33.71,Expiry,1.0
56,2016-07-07,13:00:00,BANKNIFTY07JUL1618100PE,36.85,2016-07-07,15:29:00,9.85,26.263,Expiry,0.0
57,2016-07-07,13:00:00,BANKNIFTY07JUL1618100CE,29.2,2016-07-07,14:03:00,43.8,-15.183999999999997,SL,0.0
58,2016-07-08,13:00:00,BANKNIFTY14JUL1618000PE,104.55,2016-07-11,13:00:00,9.5,92.959,Expiry,4.0
59,2016-07-08,13:00:00,BANKNIFTY14JUL1618000CE,115.15,2016-07-11,09:15:00,328.8,-215.953,Gap_SL,4.0
60,2016-07-11,13:00:00,BANKNIFTY14JUL1618400CE,89.75,2016-07-12,09:15:00,133.5,-45.545,Gap_SL,3.0
61,2016-07-11,13:00:00,BANKNIFTY14JUL1618400PE,98.45,2016-07-12,13:00:00,28.75,67.73100000000001,Expiry,3.0
62,2016-07-12,13:00:00,BANKNIFTY14JUL1618600PE,106.05,2016-07-13,13:00:00,52.2,51.72899999999999,Expiry,2.0
63,2016-07-12,13:00:00,BANKNIFTY14JUL1618600CE,62.1,2016-07-12,15:02:00,93.15,-32.292,SL,2.0
64,2016-07-13,13:00:00,BANKNIFTY14JUL1618600CE,87.8,2016-07-14,11:58:00,131.7,-45.65599999999999,SL,1.0
65,2016-07-13,13:00:00,BANKNIFTY14JUL1618600PE,52.2,2016-07-14,13:00:00,0.7,50.456,Expiry,1.0
66,2016-07-14,13:00:00,BANKNIFTY14JUL1618800PE,29.4,2016-07-14,15:29:00,0.05,28.761999999999997,Expiry,0.0
67,2016-07-14,13:00:00,BANKNIFTY14JUL1618800CE,27.5,2016-07-14,13:36:00,41.25,-14.3,SL,0.0
68,2016-07-15,13:00:00,BANKNIFTY21JUL1618900PE,151.0,2016-07-18,13:00:00,46.55,101.43,Expiry,4.0
69,2016-07-15,13:00:00,BANKNIFTY21JUL1618900CE,174.0,2016-07-18,10:42:00,261.0,-90.48,SL,4.0
70,2016-07-18,13:00:00,BANKNIFTY21JUL1619100PE,107.95,2016-07-18,13:52:00,161.925,-56.13400000000001,SL,3.0
71,2016-07-18,13:00:00,BANKNIFTY21JUL1619100CE,158.4,2016-07-19,13:00:00,71.4,83.832,Expiry,3.0
72,2016-07-19,13:00:00,BANKNIFTY21JUL1619000PE,91.6,2016-07-19,13:15:00,137.39999999999998,-47.631999999999984,SL,2.0
73,2016-07-19,13:00:00,BANKNIFTY21JUL1619000CE,109.65,2016-07-20,13:00:00,76.8,30.657000000000007,Expiry,2.0
74,2016-07-20,13:00:00,BANKNIFTY21JUL1619000CE,76.8,2016-07-21,13:00:00,4.05,71.214,Expiry,1.0
75,2016-07-20,13:00:00,BANKNIFTY21JUL1619000PE,71.0,2016-07-21,11:57:00,106.5,-36.92,SL,1.0
76,2016-07-21,13:00:00,BANKNIFTY21JUL1618800CE,58.0,2016-07-21,15:29:00,0.05,56.790000000000006,Expiry,0.0
77,2016-07-21,13:00:00,BANKNIFTY21JUL1618800PE,17.75,2016-07-21,13:13:00,26.625,-9.23,SL,0.0
78,2016-07-22,13:00:00,BANKNIFTY28JUL1618700CE,172.3,2016-07-25,12:59:00,258.45000000000005,-89.59600000000003,SL,4.0
