,Entry_date,Entry_time,Strike,Entry_price,Exit_date,Exit_time,Exit_price,Profit,Reason,DTE-W0
111,2016-08-18,11:00:00,BANKNIFTY18AUG1619300CE,31.4,2016-08-18,13:35:00,43.9,-13.128,Gap_SL,0.0
112,2016-08-19,11:00:00,BANKNIFTY25AUG1619400PE,159.0,2016-08-22,11:00:00,180.25,-24.43,Expiry,4.0
113,2016-08-19,11:00:00,BANKNIFTY25AUG1619400CE,149.4,2016-08-22,11:00:00,87.45,58.962,Expiry,4.0
114,2016-08-22,11:00:00,BANKNIFTY25AUG1619300CE,131.9,2016-08-23,11:00:00,100.7,28.562,Expiry,3.0
115,2016-08-22,11:00:00,BANKNIFTY25AUG1619300PE,128.0,2016-08-23,11:00:00,133.4,-7.960000000000006,Expiry,3.0
116,2016-08-23,11:00:00,BANKNIFTY25AUG1619300CE,100.7,2016-08-24,11:00:00,91.7,6.986,Expiry,2.0
117,2016-08-23,11:00:00,BANKNIFTY25AUG1619300PE,133.4,2016-08-24,11:00:00,75.35,55.38200000000001,Expiry,2.0
118,2016-08-24,11:00:00,BANKNIFTY25AUG1619300PE,75.35,2016-08-25,11:00:00,9.55,64.29299999999999,Expiry,1.0
119,2016-08-24,11:00:00,BANKNIFTY25AUG1619300CE,91.7,2016-08-25,11:00:00,119.1,-29.23399999999999,Expiry,1.0
120,2016-08-25,11:00:00,BANKNIFTY25AUG1619400PE,35.95,2016-08-25,13:35:00,53.925000000000004,-18.694000000000003,SL,0.0
121,2016-08-25,11:00:00,BANKNIFTY25AUG1619400CE,50.0,2016-08-25,15:28:00,0.05,48.95,Expiry,0.0
122,2016-08-26,11:00:00,BANKNIFTY01SEP1619200CE,140.3,2016-08-29,11:00:00,113.5,23.99400000000001,Expiry,4.0
123,2016-08-26,11:00:00,BANKNIFTY01SEP1619200PE,109.55,2016-08-29,11:00:00,111.05,-3.691,Expiry,4.0
124,2016-08-29,11:00:00,BANKNIFTY01SEP1619200PE,111.05,2016-08-30,11:00:00,16.6,92.22899999999998,Expiry,3.0
125,2016-08-29,11:00:00,BANKNIFTY01SEP1619200CE,113.5,2016-08-30,09:15:00,170.25,-59.02,SL,3.0
126,2016-08-30,11:00:00,BANKNIFTY01SEP1619500PE,104.0,2016-08-31,11:00:00,13.65,88.27,Expiry,2.0
127,2016-08-30,11:00:00,BANKNIFTY01SEP1619500CE,62.85,2016-08-30,14:40:00,94.275,-32.682,SL,2.0
128,2016-08-31,11:00:00,BANKNIFTY01SEP1619700CE,56.0,2016-08-31,13:42:00,84.0,-29.12,SL,1.0
129,2016-08-31,11:00:00,BANKNIFTY01SEP1619700PE,75.4,2016-09-01,11:00:00,7.05,66.84200000000001,Expiry,1.0
130,2016-09-01,11:00:00,BANKNIFTY01SEP1619800CE,61.3,2016-09-01,14:12:00,91.94999999999999,-31.87599999999999,SL,0.0
131,2016-09-01,11:00:00,BANKNIFTY01SEP1619800PE,31.95,2016-09-01,11:56:00,47.925,-16.613999999999997,SL,0.0
132,2016-09-02,11:00:00,BANKNIFTY08SEP1619900CE,116.65,2016-09-06,09:15:00,260.4,-146.08299999999997,Gap_SL,3.0
133,2016-09-02,11:00:00,BANKNIFTY08SEP1619900PE,169.65,2016-09-06,11:00:00,20.6,145.657,Expiry,3.0
134,2016-09-06,11:00:00,BANKNIFTY08SEP1620200PE,100.3,2016-09-07,11:00:00,12.9,85.39399999999999,Expiry,2.0
135,2016-09-06,11:00:00,BANKNIFTY08SEP1620200CE,113.0,2016-09-06,14:34:00,169.5,-58.76,SL,2.0
136,2016-09-07,11:00:00,BANKNIFTY08SEP1620500PE,96.7,2016-09-08,11:00:00,82.9,11.865999999999996,Expiry,1.0
137,2016-09-07,11:00:00,BANKNIFTY08SEP1620500CE,84.0,2016-09-07,14:06:00,126.0,-43.68,SL,1.0
138,2016-09-08,11:00:00,BANKNIFTY08SEP1620400CE,80.35,2016-09-08,15:29:00,10.0,68.743,Expiry,0.0
139,2016-09-08,11:00:00,BANKNIFTY08SEP1620400PE,35.55,2016-09-08,12:20:00,53.324999999999996,-18.485999999999997,SL,0.0
140,2016-09-09,11:00:00,BANKNIFTY15SEP1620200CE,161.75,2016-09-09,13:33:00,242.625,-84.11,SL,3.0
141,2016-09-09,11:00:00,BANKNIFTY15SEP1620200PE,154.25,2016-09-12,09:15:00,398.1,-246.93500000000003,Gap_SL,3.0
142,2016-09-12,11:00:00,BANKNIFTY15SEP1619800PE,136.25,2016-09-14,11:00:00,70.95,62.574999999999996,Expiry,2.0
143,2016-09-12,11:00:00,BANKNIFTY15SEP1619800CE,173.75,2016-09-14,11:00:00,132.8,37.47499999999999,Expiry,2.0
144,2016-09-14,11:00:00,BANKNIFTY15SEP1619800PE,70.95,2016-09-15,11:00:00,38.25,31.281000000000002,Expiry,1.0
145,2016-09-14,11:00:00,BANKNIFTY15SEP1619800CE,132.8,2016-09-14,12:38:00,199.20000000000002,-69.05600000000001,SL,1.0
146,2016-09-15,11:00:00,BANKNIFTY15SEP1619800PE,38.25,2016-09-15,12:23:00,57.375,-19.89,SL,0.0
147,2016-09-15,11:00:00,BANKNIFTY15SEP1619800CE,46.25,2016-09-15,15:30:00,33.0,12.325,Expiry,0.0
148,2016-09-16,11:00:00,BANKNIFTY22SEP1620200PE,151.9,2016-09-16,13:33:00,227.85000000000002,-78.98800000000001,SL,4.0
149,2016-09-16,11:00:00,BANKNIFTY22SEP1620200CE,177.0,2016-09-19,11:00:00,77.4,96.05999999999999,Expiry,4.0
150,2016-09-19,11:00:00,BANKNIFTY22SEP1619900PE,160.75,2016-09-20,11:00:00,176.45,-18.91499999999999,Expiry,3.0
151,2016-09-19,11:00:00,BANKNIFTY22SEP1619900CE,189.8,2016-09-20,11:00:00,142.15,43.854000000000006,Expiry,3.0
152,2016-09-20,11:00:00,BANKNIFTY22SEP1619800CE,192.15,2016-09-21,11:00:00,210.4,-22.093,Expiry,2.0
153,2016-09-20,11:00:00,BANKNIFTY22SEP1619800PE,132.5,2016-09-21,11:00:00,78.15,51.699999999999996,Expiry,2.0
154,2016-09-21,11:00:00,BANKNIFTY22SEP1619900CE,151.9,2016-09-22,09:15:00,295.5,-146.638,Gap_SL,1.0
155,2016-09-21,11:00:00,BANKNIFTY22SEP1619900PE,115.7,2016-09-21,14:19:00,173.55,-60.16400000000001,SL,1.0
156,2016-09-22,11:00:00,BANKNIFTY22SEP1620100CE,52.65,2016-09-22,15:29:00,4.05,47.547000000000004,Expiry,0.0
157,2016-09-22,11:00:00,BANKNIFTY22SEP1620100PE,38.25,2016-09-22,11:28:00,57.375,-19.89,SL,0.0
158,2016-09-23,11:00:00,BANKNIFTY29SEP1620000PE,117.0,2016-09-23,15:10:00,175.5,-60.84,SL,4.0
159,2016-09-23,11:00:00,BANKNIFTY29SEP1620000CE,188.0,2016-09-26,11:00:00,41.55,142.69,Expiry,4.0
160,2016-09-26,11:00:00,BANKNIFTY29SEP1619700CE,158.35,2016-09-27,11:00:00,82.85,72.333,Expiry,3.0
161,2016-09-26,11:00:00,BANKNIFTY29SEP1619700PE,90.0,2016-09-26,13:25:00,135.0,-46.8,SL,3.0
162,2016-09-27,11:00:00,BANKNIFTY29SEP1619600CE,133.35,2016-09-28,11:00:00,69.95,60.73299999999999,Expiry,2.0
163,2016-09-27,11:00:00,BANKNIFTY29SEP1619600PE,90.6,2016-09-27,14:43:00,135.89999999999998,-47.11199999999998,SL,2.0
164,2016-09-28,11:00:00,BANKNIFTY29SEP1619500PE,55.3,2016-09-29,11:00:00,3.7,50.49399999999999,Expiry,1.0
165,2016-09-28,11:00:00,BANKNIFTY29SEP1619500CE,125.9,2016-09-28,12:35:00,188.85000000000002,-65.46800000000002,SL,1.0
